goodsNo,goodsName,displayGenderText,normalPrice,price,couponPrice,saleRate,couponSaleRate,hasOptionPrice,brand,reviewCount,reviewScore,isYoutubeCollab,likeType,relationId,count,liked
3783466,도브 울 웨이브 라인 자켓 [BLACK],남성,174000,139200,,20,,False,drawfit,349,98,0,GOODS,3783466,5577,False
3614227,프리미어 울 발마칸 체스터 코트 [NAVY],남성,308000,246400,,20,,False,drawfit,74,98,0,GOODS,3614227,1216,False
3489629,스티칭 레더 탭 백 [BLACK],남성,62000,49600,,20,,False,drawfit,374,98,0,GOODS,3489629,876,False
3479578,루즈핏 터틀넥 롱슬리브 티셔츠 [BROWN],남성,37000,33300,,10,,False,drawfit,29,98,0,GOODS,3479578,493,False
3479556,레이어드 스트링 테잎 후드 [DUSTY PINK],남성,66000,59400,,10,,False,drawfit,27,94,0,GOODS,3479556,451,False
3479199,오버사이즈 PBT 케이블 라운드 가디건 [BLACK],남성,98000,88200,,10,,False,drawfit,37,100,0,GOODS,3479199,492,False
3479173,소프트 PBT 케이블 터틀넥 니트 [BLACK],남성,74000,66600,,10,,False,drawfit,21,96,0,GOODS,3479173,468,False
3479171,소프트 PBT 케이블 크루넥 니트 [GREY],남성,74000,66600,,10,,False,drawfit,46,100,0,GOODS,3479171,702,False
3438293,라인 포인트 퍼커링 MA-1 자켓 [DARK GREY],남성,174000,139200,,20,,False,drawfit,1,100,0,GOODS,3438293,313,False
3438291,라인 포인트 퍼커링 MA-1 자켓 [BLACK],남성,174000,139200,,20,,False,drawfit,25,96,0,GOODS,3438291,365,False
3438289,울 하이넥 집업 블루종 자켓 [BLACK],남성,208000,166400,,20,,False,drawfit,5,100,0,GOODS,3438289,456,False
3274385,럭비 스웨트 스트링 반팔 셔츠 [CHARCOAL],남성,55000,44000,,20,,False,drawfit,49,94,0,GOODS,3274385,802,False
3274381,리버릭 리브드 반팔 티셔츠 [BRICK],남성,42000,21000,,50,,False,drawfit,38,98,0,GOODS,3274381,416,False
3256604,에어리 부클 라운드 반팔 니트 [M.LAVENDER],남성,55000,33000,,40,,False,drawfit,50,96,0,GOODS,3256604,371,False
3255752,스카시 카라 반팔 가디건 [BRICK],남성,84000,50400,,40,,False,drawfit,16,98,0,GOODS,3255752,336,False
3255747,투톤 부클 카라 하프 니트 [M.BLACK],남성,62000,37200,,40,,False,drawfit,11,94,0,GOODS,3255747,303,False
3255743,프린지 카라 반팔 니트 [NAVY],남성,66000,52800,,20,,False,drawfit,53,98,0,GOODS,3255743,352,False
3052046,레이어드 스트링 스웨트 셔츠 [M.GREY],남성,55000,49500,,10,,False,drawfit,64,94,0,GOODS,3052046,534,False
2818894,프리미어 퓨어 캐시미어 로브 더블 코트 [BEIGEISH GREY],남성,308000,246400,,20,,False,drawfit,329,98,0,GOODS,2818894,3024,False
2774702,셋업 스트링 트랙 팬츠 [WET BLACK],남성,69000,37950,,45,,False,drawfit,10,100,0,GOODS,2774702,308,False
2740336,오버사이즈 프린지 니트 가디건 [NAVY],남성,85000,46750,,45,,False,drawfit,211,98,0,GOODS,2740336,2475,False
2738296,포멀릭 리브드 모크넥 티셔츠 [GREY],남성,44000,22000,,50,,False,drawfit,269,96,0,GOODS,2738296,709,False
2510183,페이퍼 코튼 오버핏 반팔 셔츠 [SKYBLUE],남성,55000,33000,,40,,False,drawfit,261,96,0,GOODS,2510183,1299,False
1903746,에센셜 베이직 티셔츠 [DARK BROWN],남성,33000,29700,,10,,False,drawfit,233,98,0,GOODS,1903746,395,False
2702396,[유튜버 PICK] [하프집업 OR 풀집업] 워셔블 하찌니트_10 COLOR,공용,69000,34500,,50,,False,kiimuir,23828,96,1,GOODS,2702396,92729,False
2752807,울(WOOL) 바시티 자켓_블랙,공용,159000,98580,,38,,False,kiimuir,1437,96,0,GOODS,2752807,19996,False
4502391,[유튜버 PICK] 울 (WOOL) 숏카라 블루종_블랙,남성,159000,98580,,38,,False,kiimuir,133,98,1,GOODS,4502391,4601,False
5318976,스웨이드 바이커 자켓_브라운,남성,189000,170100,,10,,False,kiimuir,31,98,0,GOODS,5318976,2167,False
4348898,[유튜버 PICK] 워셔블 카라니트 풀집업_5 COLOR,공용,79000,33410,,58,,False,kiimuir,231,96,1,GOODS,4348898,6746,False
5349501,[유튜버 PICK] 플란넬 체크 셔츠_4 COLOR,공용,59000,33040,,44,,True,kiimuir,172,96,1,GOODS,5349501,4048,False
4709538,워셔블 카라니트 하프집업_4 COLOR,공용,69000,34770,,50,,False,kiimuir,100,98,0,GOODS,4709538,1888,False
4347271,[유튜버 PICK] 빈티지 워크 자켓_차콜,공용,129000,87720,,32,,False,kiimuir,1011,96,1,GOODS,4347271,14003,False
2996683,울(WOOL) 헤링턴 자켓_블랙,공용,159000,127200,,20,,False,kiimuir,2321,96,0,GOODS,2996683,23957,False
4301120,[유튜버 PICK] 가먼트워싱 카펜터 팬츠_차콜,남성,59000,33040,,44,,False,kiimuir,688,96,1,GOODS,4301120,4465,False
3466549,[유튜버 PICK] 2-WAY 릴렉스드 헤링턴 자켓_4 color,공용,119000,76300,,36,,False,kiimuir,1707,98,1,GOODS,3466549,15947,False
4679417,[유튜버 PICK] 올데이 와이드 데님 팬츠_빈티지블루,남성,49000,32830,,33,,False,kiimuir,279,98,1,GOODS,4679417,2608,False
4301116,[유튜버 PICK] 가먼트워싱 카펜터 팬츠_베이지,남성,59000,33040,,44,,False,kiimuir,761,96,1,GOODS,4301116,8542,False
4301692,[유튜버 PICK] 빈티지 워크 자켓_네이비,공용,129000,87720,,32,,False,kiimuir,74,98,1,GOODS,4301692,3115,False
5318955,가먼트다잉 후드집업_브라운,남성,119000,107100,,10,,False,kiimuir,9,98,0,GOODS,5318955,476,False
5318972,헤링턴 봄버 MA-1 점퍼_카키,남성,189000,170100,,10,,False,kiimuir,7,100,0,GOODS,5318972,574,False
5318961,헤링턴 데님 블루종 자켓_블랙,남성,179000,161100,,10,,False,kiimuir,3,100,0,GOODS,5318961,409,False
5318975,스웨이드 바이커 자켓_카멜,남성,189000,170100,,10,,False,kiimuir,9,100,0,GOODS,5318975,452,False
2702397,워셔블 하찌 벌키 크루넥 니트_8 COLOR,공용,59000,33040,,44,,False,kiimuir,15622,98,0,GOODS,2702397,53034,False
4375424,루즈핏 카라드 자켓_네이비,남성,119000,66640,,44,,False,kiimuir,91,98,0,GOODS,4375424,3167,False
2996686,울(WOOL) 헤링턴 자켓_네이비,공용,159000,127200,,20,,False,kiimuir,404,96,0,GOODS,2996686,5246,False
2752809,울(WOOL) 바시티 자켓_네이비,공용,159000,98580,,38,,False,kiimuir,1066,98,0,GOODS,2752809,15510,False
3466067,(우먼) 소프트 카라 하프 집업 니트_5 COLOR,여성,69000,42780,,38,,False,kiimuir,632,94,0,GOODS,3466067,16466,False
3466533,빈티지 워싱 코튼 코듀로이 바이커 자켓_네이비,공용,119000,66640,,44,,False,kiimuir,729,96,0,GOODS,3466533,10221,False
5318960,헤링턴 데님 블루종 자켓_워시드 블랙,남성,179000,161100,,10,,False,kiimuir,1,100,0,GOODS,5318960,288,False
5318843,울 캐시 스트라이프 헨리넥 니트_모카,남성,99000,89100,,10,,False,kiimuir,3,100,0,GOODS,5318843,489,False
4301697,[유튜버 PICK] 빈티지 워크 자켓_카키,공용,129000,87720,,32,,False,kiimuir,265,96,1,GOODS,4301697,2941,False
4301498,커브드 오버핏 빅카라 집업 (피그먼트 ver.)_차콜,공용,79000,48980,,38,,False,kiimuir,153,96,0,GOODS,4301498,3936,False
4699682,빈티지 스트라이프 롱슬리브_차콜,남성,54000,43200,,20,,False,kiimuir,51,96,0,GOODS,4699682,666,False
3794545,퓨어코튼 워셔블 크루넥 니트_7 COLOR,공용,59000,33040,,44,,False,kiimuir,438,96,0,GOODS,3794545,4252,False
3465169,(6 COLOR) 소프트 울(WOOL) 카라 니트,공용,79000,44240,,44,,False,kiimuir,1089,94,0,GOODS,3465169,13101,False
4679420,[유튜버 PICK] 올데이 와이드 데님 팬츠_딥블루,남성,49000,32830,,33,,False,kiimuir,173,98,1,GOODS,4679420,1833,False
4679425,[유튜버 PICK] 비건 레더 워크 자켓_블랙,남성,129000,96750,,25,,False,kiimuir,36,98,1,GOODS,4679425,980,False
4679306,(우먼) 에센셜 브이넥 소프트 니트_4 COLOR,여성,59000,33040,,44,,False,kiimuir,19,98,0,GOODS,4679306,2756,False
3787862,왁스 패디드 숏 봄버 자켓_차콜,공용,159000,79500,,50,,False,kiimuir,49,100,0,GOODS,3787862,1015,False
3465171,소프트 텍스쳐 세미 오버핏 데일리 니트_민트,공용,59000,33040,,44,,False,kiimuir,7884,96,0,GOODS,3465171,47905,False
2834583,오버핏 2-WAY 더플 후드 숏패딩_블랙,공용,139000,118150,,15,,False,kiimuir,890,96,0,GOODS,2834583,18466,False
5318847,울 캐시 헨리넥 니트_차콜,남성,89000,80100,,10,,False,kiimuir,1,100,0,GOODS,5318847,196,False
4499469,RDS 헤링턴 다운 점퍼_블랙,공용,169000,109850,,35,,False,kiimuir,405,96,0,GOODS,4499469,3488,False
4679393,에센셜 라운드넥 니트 가디건_차콜,남성,59000,33040,,44,,False,kiimuir,130,96,0,GOODS,4679393,1332,False
5318974,헤링턴 봄버 MA-1 점퍼_블랙,남성,189000,170100,,10,,False,kiimuir,1,100,0,GOODS,5318974,176,False
5318845,울 캐시 스트라이프 헨리넥 니트_그라파이트,남성,99000,89100,,10,,False,kiimuir,3,100,0,GOODS,5318845,345,False
2834585,오버핏 2-WAY 더플 후드 숏패딩_카키,공용,139000,118150,,15,,False,kiimuir,1466,96,0,GOODS,2834585,15209,False
4499775,오버핏 2-WAY 더플 후드 롱패딩_블랙,공용,179000,152150,,15,,False,kiimuir,107,92,0,GOODS,4499775,4278,False
4502315,미니멀 울 카라드 자켓_네이비,공용,179000,100240,,44,,False,kiimuir,10,100,0,GOODS,4502315,405,False
4302164,워셔블 케이블니트 하프집업_6 COLOR,공용,69000,38640,,44,,False,kiimuir,23,98,0,GOODS,4302164,1062,False
4607052,(우먼) 울 라이크 하이넥 점퍼_2COLOR,여성,149000,92380,,38,,False,kiimuir,17,98,0,GOODS,4607052,3782,False
4499471,RDS 후디드 다운 점퍼_블랙,공용,189000,105840,,44,,False,kiimuir,159,96,0,GOODS,4499471,2241,False
3487884,울(WOOL) 헤링턴 자켓_그레이,공용,159000,127200,,20,,False,kiimuir,324,98,0,GOODS,3487884,6237,False
3143786,(카라 OR 라운드) 린넨라이크 하프 니트 2종,공용,39000,18900,,52,,True,kiimuir,1005,96,0,GOODS,3143786,5756,False
5318846,울 캐시 헨리넥 니트_모카,남성,89000,80100,,10,,False,kiimuir,1,80,0,GOODS,5318846,88,False
3794839,[S/S 프레젠테이션] 윈드브레이커 4종,공용,79000,39500,,50,,False,kiimuir,614,98,0,GOODS,3794839,9971,False
4679419,[유튜버 PICK] 올데이 와이드 데님 팬츠_빈티지블랙,남성,49000,32830,,33,,False,kiimuir,83,98,1,GOODS,4679419,849,False
5318852,모헤어 브이넥 니트_그레이,남성,89000,80100,,10,,False,kiimuir,0,0,0,GOODS,5318852,285,False
4499767,오버핏 2-WAY 더플 후드 숏패딩_네이비,공용,139000,118150,,15,,False,kiimuir,147,98,0,GOODS,4499767,4159,False
5524816,울(WOOL) 2-WAY 헤링턴 자켓_3COLOR,남성,159000,127200,,20,,False,kiimuir,1,80,0,GOODS,5524816,157,False
4392790,코듀로이 헤링턴 점퍼_네이비,남성,139000,69500,,50,,False,kiimuir,41,96,0,GOODS,4392790,1518,False
4699678,(우먼) 하이넥 윈드 브레이커_베이지,여성,99000,61380,,38,,False,kiimuir,30,90,0,GOODS,4699678,2134,False
4302209,데님 워크 자켓_데님,남성,129000,89010,,31,,False,kiimuir,252,98,0,GOODS,4302209,3808,False
4679231,[유튜버 PICK] 가먼트워싱 카펜터 팬츠_에크루,남성,59000,33040,,44,,False,kiimuir,22,96,1,GOODS,4679231,349,False
4502352,[WOOL 80] 울리치 더블 피코트_블랙,공용,219000,186150,,15,,False,kiimuir,36,98,0,GOODS,4502352,653,False
4499777,오버핏 2-WAY 더플 후드 롱패딩_베이지,공용,179000,152150,,15,,False,kiimuir,95,92,0,GOODS,4499777,6210,False
4779711,(우먼) 시어링 더플 울 자켓_아이보리,여성,179000,98450,,45,,False,kiimuir,3,100,0,GOODS,4779711,872,False
4679423,빈티지 패치 포켓 데님 워크 자켓_차콜,공용,119000,83300,,30,,False,kiimuir,47,98,0,GOODS,4679423,941,False
4375168,(베이직 or 케이블 선택) 우먼 에센셜 가디건_10 COLOR,여성,69000,38640,,44,,True,kiimuir,38,96,0,GOODS,4375168,1119,False
4499454,벌키 텍스쳐 니트 후드집업_아이보리,공용,89000,49840,,44,,False,kiimuir,7,94,0,GOODS,4499454,500,False
4392788,빈티지 코튼 헌팅 워크 자켓_카키,공용,129000,64500,,50,,False,kiimuir,3,86,0,GOODS,4392788,804,False
5318333,빈티지 데님 셔츠_빈티지 블루,남성,84000,75600,,10,,False,kiimuir,2,100,0,GOODS,5318333,205,False
3585125,[Drape Wool] 캐시미어블렌드 세미오버핏 발마칸 코트_웜그레이,공용,299000,299000,,0,,False,kiimuir,135,96,0,GOODS,3585125,3180,False
4679424,빈티지 패치 포켓 데님 워크 자켓_브라운,공용,119000,83300,,30,,False,kiimuir,17,98,0,GOODS,4679424,790,False
4499464,(덕 다운) 코듀로이 헤링턴 다운 점퍼_스카이 블루,남성,179000,152150,,15,,False,kiimuir,65,96,0,GOODS,4499464,2044,False
4499472,RDS 후디드 다운 점퍼_카키,공용,189000,105840,,44,,False,kiimuir,282,96,0,GOODS,4499472,4053,False
2789871,[WOOL 80] 울 세미오버핏 더플 코트_브라운,공용,259000,220150,,15,,False,kiimuir,786,98,0,GOODS,2789871,9193,False
3466541,빈티지 워싱 데님 바이커 자켓_4 color,공용,109000,61040,,44,,False,kiimuir,456,98,0,GOODS,3466541,8945,False
3787863,왁스 패디드 숏 봄버 자켓_카키,공용,159000,79500,,50,,False,kiimuir,29,100,0,GOODS,3787863,609,False
4483106,(우먼) 울(WOOL) 후드 더플 하프 코트_라이트 옐로우,여성,169000,143650,,15,,False,kiimuir,19,96,0,GOODS,4483106,1591,False
3585098,[WOOL 80] 울 세미오버핏 더플 코트_네이비,공용,259000,220150,,15,,False,kiimuir,688,96,0,GOODS,3585098,10260,False
3585021,울(WOOL) 후드 더플 하프 코트_네이비,공용,169000,143650,,15,,False,kiimuir,314,96,0,GOODS,3585021,9135,False
3143788,(카라 OR 라운드) 케이블 하프 니트 2종,공용,49000,18900,,61,,True,kiimuir,4826,98,0,GOODS,3143788,17552,False
3817597,[헤링턴 OR 바시티] 울(WOOL) 2-WAY 자켓,남성,159000,98580,,38,,False,kiimuir,588,98,0,GOODS,3817597,5425,False
3546651,(5 COLOR) 하찌 새들 크루넥 니트,공용,59000,29500,,50,,False,kiimuir,363,98,0,GOODS,3546651,5155,False
4301245,옴브레 체크 셔츠_3 COLOR,공용,59000,33040,,44,,False,kiimuir,218,94,0,GOODS,4301245,2099,False
4499473,RDS 후디드 다운 점퍼_블루,공용,189000,105840,,44,,False,kiimuir,143,96,0,GOODS,4499473,1809,False
2784662,[WOOL 80] 울 세미오버핏 발마칸 코트_브라운,공용,259000,220150,,15,,False,kiimuir,347,96,0,GOODS,2784662,4733,False
4301494,커브드 오버핏 빅카라 집업 (피그먼트 ver.)_네이비,공용,79000,48980,,38,,False,kiimuir,20,98,0,GOODS,4301494,1053,False
4679395,에센셜 라운드넥 니트 가디건_스카이블루,남성,59000,33040,,44,,False,kiimuir,55,94,0,GOODS,4679395,938,False
4302062,피그먼트 ACTUS 후디_차콜,공용,79000,38710,,51,,False,kiimuir,144,96,0,GOODS,4302062,2318,False
2441851,버뮤다 데님 하프 팬츠 2종,공용,49000,24900,,49,,True,kiimuir,11864,96,0,GOODS,2441851,39537,False
4375118,(우먼) 에센셜 브이넥 니트_5 COLOR,여성,59000,36580,,38,,False,kiimuir,54,92,0,GOODS,4375118,2779,False
3054682,바이오 코튼 고밀도 오버핏 셔츠_화이트,공용,49000,24500,,50,,False,kiimuir,28,94,0,GOODS,3054682,691,False
4502355,[WOOL 80] 울리치 더블 피코트_네이비,공용,219000,186150,,15,,False,kiimuir,34,96,0,GOODS,4502355,795,False
2156373,[WOOL 80] 울 세미오버핏 발마칸 코트_네이비,공용,259000,220150,,15,,False,kiimuir,879,96,0,GOODS,2156373,8647,False
4302220,데님 워크 자켓_블랙,남성,129000,89010,,31,,False,kiimuir,167,92,0,GOODS,4302220,1433,False
4499773,오버핏 2-WAY 더플 후드 롱패딩_카키,공용,179000,152150,,15,,False,kiimuir,110,94,0,GOODS,4499773,3170,False
3466527,[코튼100 고밀도] 코듀로이 테이퍼드 팬츠_3 COLOR,공용,59000,33040,,44,,False,kiimuir,445,96,0,GOODS,3466527,4598,False
4679401,스트라이프 카라 풀오버 니트_브라운,남성,59000,33040,,44,,False,kiimuir,3,94,0,GOODS,4679401,178,False
3794825,빅포켓 투웨이 워싱 데님 자켓_그레이,공용,139000,69500,,50,,False,kiimuir,29,82,0,GOODS,3794825,983,False
4348461,커브드 후드집업_차콜,공용,79000,48980,,38,,False,kiimuir,12,88,0,GOODS,4348461,561,False
2156482,쉘블록 2-WAY 보아퍼 숏패딩_아이보리,공용,129000,89010,,31,,False,kiimuir,718,96,0,GOODS,2156482,22840,False
4499477,[Drape Wool] 캐시미어블렌드 소프트오버핏 발마칸 로브코트_블랙,남성,299000,299000,,0,,False,kiimuir,132,98,0,GOODS,4499477,1769,False
4679296,(우먼) 스트라이프 스웻셔츠_스카이블루,여성,79000,48980,,38,,False,kiimuir,1,100,0,GOODS,4679296,276,False
5318848,모헤어 스트라이프 니트_브라운,남성,99000,89100,,10,,False,kiimuir,0,0,0,GOODS,5318848,85,False
5318126,헤링본 코튼 카고 팬츠_블랙,남성,99000,89100,,10,,False,kiimuir,3,100,0,GOODS,5318126,162,False
5318330,코듀로이 셔츠_차콜,남성,84000,75600,,10,,False,kiimuir,2,100,0,GOODS,5318330,57,False
4375297,가먼트워싱 후드 워크 점퍼_차콜,공용,129000,72240,,44,,False,kiimuir,9,96,0,GOODS,4375297,662,False
3792838,럭비 카라드 맨투맨_오트밀,공용,69000,34500,,50,,False,kiimuir,15,98,0,GOODS,3792838,139,False
3546632,부클 울(WOOL) 카라 가디건_3 COLOR,공용,89000,44500,,50,,False,kiimuir,192,94,0,GOODS,3546632,2476,False
3792850,코튼 린넨 멀티컬러 크루넥 니트_2 COLOR,공용,59000,29500,,50,,False,kiimuir,45,98,0,GOODS,3792850,531,False
4375427,루즈핏 카라드 자켓_카키 베이지,남성,119000,66640,,44,,False,kiimuir,20,94,0,GOODS,4375427,637,False
5318732,가먼트다잉 버튼 후디_차콜,남성,89000,80100,,10,,False,kiimuir,3,80,0,GOODS,5318732,528,False
5318119,와이드 커브드 코튼 팬츠_베이지,남성,89000,80100,,10,,False,kiimuir,1,100,0,GOODS,5318119,70,False
4302058,피그먼트 ACTUS 후디_페일 핑크,공용,79000,38710,,51,,False,kiimuir,39,98,0,GOODS,4302058,1414,False
3487909,울(WOOL) 바시티 자켓_그레이,공용,159000,98580,,38,,False,kiimuir,113,96,0,GOODS,3487909,2554,False
4502380,[WOOL 80] 울리치 대디핏 맥코트_샌드,공용,259000,220150,,15,,False,kiimuir,15,100,0,GOODS,4502380,353,False
4499771,[WOOL 80] 울 세미오버핏 더플 코트_블랙,공용,259000,220150,,15,,False,kiimuir,51,98,0,GOODS,4499771,1343,False
3466066,(우먼) (5 COLOR) 슬림핏 투톤(two-tone) 니트,여성,69000,34500,,50,,False,kiimuir,104,94,0,GOODS,3466066,3455,False
4483098,[WOOL 80] (우먼) 울 세미오버핏 후드 더플 코트_네이비,여성,259000,220150,,15,,False,kiimuir,40,92,0,GOODS,4483098,1171,False
5318861,울 데미지 숏 니트집업_차콜,남성,129000,116100,,10,,False,kiimuir,0,0,0,GOODS,5318861,63,False
5318793,스트라이프 헨리넥 롱슬리브_네이비,남성,64000,51200,,20,,False,kiimuir,0,0,0,GOODS,5318793,97,False
5318854,모헤어 브이넥 니트_블랙,남성,89000,80100,,10,,False,kiimuir,0,0,0,GOODS,5318854,73,False
3794848,글로시 투톤 윈드브레이커_그레이쉬 블루,공용,109000,61040,,44,,False,kiimuir,153,100,0,GOODS,3794848,1742,False
3434501,레터링 그래픽 맨투맨_네이비,공용,59000,33040,,44,,False,kiimuir,31,96,0,GOODS,3434501,812,False
3794798,2-WAY 친즈 바이커 넥 윈드브레이커_블랙,공용,109000,54500,,50,,False,kiimuir,34,96,0,GOODS,3794798,595,False
4679398,스트라이프 라운드넥 가디건_네이비,남성,69000,38640,,44,,False,kiimuir,16,98,0,GOODS,4679398,260,False
3783486,트랙 트레이닝 팬츠_블랙,공용,69000,34500,,50,,False,kiimuir,28,100,0,GOODS,3783486,216,False
3792845,릴렉스드 세미 크롭 맨투맨_오트밀,공용,69000,34500,,50,,False,kiimuir,39,98,0,GOODS,3792845,299,False
5318099,세미 플레어 데님 팬츠_블랙,남성,99000,89100,,10,,False,kiimuir,0,0,0,GOODS,5318099,58,False
4392787,피치드 코튼 워크 점퍼_블루,남성,129000,64500,,50,,False,kiimuir,5,96,0,GOODS,4392787,200,False
4679399,스트라이프 라운드넥 가디건_브라운,남성,69000,38640,,44,,False,kiimuir,22,96,0,GOODS,4679399,251,False
5318925,울 캐시 크롭 데미지 가디건_버건디,남성,109000,98100,,10,,False,kiimuir,1,80,0,GOODS,5318925,106,False
4062254,COOL 써머 와이드 팬츠 2종,남성,49000,34300,,30,,True,kiimuir,469,98,0,GOODS,4062254,3642,False
4302199,데님 워크 자켓_스카이블루,남성,129000,89010,,31,,False,kiimuir,111,96,0,GOODS,4302199,1895,False
4375109,(우먼) 코듀로이 바이커 자켓_카멜,여성,119000,59500,,50,,False,kiimuir,1,80,0,GOODS,4375109,416,False
4499466,RDS 헤링턴 다운 점퍼_그레이,공용,169000,109850,,35,,False,kiimuir,24,96,0,GOODS,4499466,512,False
5318327,코듀로이 셔츠_버건디,남성,84000,75600,,10,,False,kiimuir,2,100,0,GOODS,5318327,98,False
3792814,테리 부클 카라 니트_블랙,공용,69000,34500,,50,,False,kiimuir,36,92,0,GOODS,3792814,585,False
3032918,드로잉 플라워 트레이닝 팬츠_멜란지 그레이,공용,49000,24500,,50,,False,kiimuir,49,96,0,GOODS,3032918,623,False
3585016,울(WOOL) 후드 더플 하프 코트_브라운,공용,169000,143650,,15,,False,kiimuir,124,98,0,GOODS,3585016,2394,False
3832795,[수피마 코튼] 컴포트 셔츠_4 COLOR,공용,59000,33040,,44,,False,kiimuir,179,96,0,GOODS,3832795,1989,False
4679315,(우먼) 올데이 세미와이드 데님 팬츠_빈티지블루,여성,69000,38640,,44,,False,kiimuir,2,90,0,GOODS,4679315,237,False
4301874,더블 니 데님 카펜터 팬츠_블루,남성,69000,38640,,44,,False,kiimuir,52,96,0,GOODS,4301874,595,False
3012020,스카시 2-WAY 집업니트 가디건_레프리콘 그린,공용,79000,39500,,50,,False,kiimuir,79,96,0,GOODS,3012020,1234,False
5318094,스트라이프 커브드 데님 팬츠_블랙,남성,99000,89100,,10,,False,kiimuir,0,0,0,GOODS,5318094,39,False
4302070,[빈티지 OR 크리즈] 체크 셔츠_6COLOR,공용,59000,33040,,44,,True,kiimuir,300,98,0,GOODS,4302070,4246,False
4375241,워시드 링거 롱슬리브_3 COLOR,공용,45000,25200,,44,,False,kiimuir,24,96,0,GOODS,4375241,923,False
5318797,스트라이프 헨리넥 롱슬리브_카키,남성,64000,57600,,10,,False,kiimuir,1,100,0,GOODS,5318797,128,False
5318042,워시드 체크 머플러_차콜,남성,44000,39600,,10,,False,kiimuir,0,0,0,GOODS,5318042,248,False
4699679,(우먼) 하이넥 윈드 브레이커_화이트,여성,99000,61380,,38,,False,kiimuir,23,94,0,GOODS,4699679,1026,False
5318926,울 캐시 크롭 데미지 가디건_그레이,남성,109000,98100,,10,,False,kiimuir,0,0,0,GOODS,5318926,51,False
3787857,텍스쳐 오픈카라 숏 자켓_차콜,공용,109000,61040,,44,,False,kiimuir,139,98,0,GOODS,3787857,2242,False
4885999,[우연PICK] 써머 세미와이드 슬랙스_딥브라운,남성,49000,44100,,10,,False,kiimuir,46,96,1,GOODS,4885999,591,False
4392781,빈티지 워크 카펜터 팬츠_카키,남성,69000,38640,,44,,False,kiimuir,13,90,0,GOODS,4392781,360,False
3138551,린넨라이크 세미와이드 밴딩 팬츠_4 COLOR,공용,44000,22000,,50,,False,kiimuir,598,94,0,GOODS,3138551,3333,False
4375110,(우먼) 코듀로이 바이커 자켓_베이지,여성,119000,59500,,50,,False,kiimuir,0,0,0,GOODS,4375110,587,False
4375108,(우먼) 코듀로이 바이커 자켓_네이비,여성,119000,59500,,50,,False,kiimuir,1,80,0,GOODS,4375108,354,False
3143446,코튼 케이블 하프 니트_7 COLOR,공용,49000,24500,,50,,True,kiimuir,1284,98,0,GOODS,3143446,8962,False
4885994,쿨 원 턱 와이드 스웻 팬츠_블랙,남성,59000,34300,,42,,False,kiimuir,21,98,0,GOODS,4885994,354,False
5317975,리얼 레더 벨트_블랙,남성,49000,44100,,10,,False,kiimuir,0,0,0,GOODS,5317975,51,False
4886001,써머 세미와이드 슬랙스_블랙,남성,49000,44100,,10,,False,kiimuir,54,94,0,GOODS,4886001,1299,False
4502376,[WOOL 80] 울리치 대디핏 맥코트_블랙,공용,259000,220150,,15,,False,kiimuir,25,98,0,GOODS,4502376,602,False
4483084,[WOOL 80] (우먼) 울 세미오버핏 발마칸 로브코트_샌드,여성,259000,220150,,15,,False,kiimuir,24,90,0,GOODS,4483084,1139,False
3794784,헤비 옥스퍼드 자켓_스카이 블루,공용,139000,69500,,50,,False,kiimuir,17,96,0,GOODS,3794784,559,False
3787856,텍스쳐 오픈카라 숏 자켓_브라운,공용,109000,61040,,44,,False,kiimuir,24,100,0,GOODS,3787856,1418,False
3644569,코튼 워셔블 하찌 2-WAY 후드집업 니트,공용,89000,49840,,44,,False,kiimuir,51,94,0,GOODS,3644569,2162,False
3783485,트랙 트레이닝 팬츠_브라운,공용,69000,34500,,50,,False,kiimuir,20,96,0,GOODS,3783485,297,False
3012019,스카시 2-WAY 집업니트 가디건_네이비,공용,79000,39500,,50,,False,kiimuir,71,94,0,GOODS,3012019,1333,False
4499451,아가일 패턴 니트_그레이,남성,79000,44240,,44,,False,kiimuir,21,96,0,GOODS,4499451,437,False
3832662,라인 워시드 루즈핏 데님 팬츠_블랙,공용,79000,44240,,44,,False,kiimuir,136,96,0,GOODS,3832662,769,False
4483352,(우먼) RDS 더플 숏 다운_카키,여성,159000,98580,,38,,False,kiimuir,14,94,0,GOODS,4483352,696,False
3968466,코튼 오픈카라 케이블 하프 니트_5 COLOR,공용,49000,24500,,50,,False,kiimuir,321,96,0,GOODS,3968466,2775,False
3832631,세미 플레어 데님 팬츠_블루,공용,79000,39500,,50,,False,kiimuir,18,94,0,GOODS,3832631,321,False
4499446,벌키 텍스쳐 크루넥 니트_네이비,공용,69000,38640,,44,,False,kiimuir,12,94,0,GOODS,4499446,482,False
3794826,빅포켓 투웨이 워싱 데님 자켓_블루,공용,139000,69500,,50,,False,kiimuir,5,88,0,GOODS,3794826,470,False
4699680,(우먼) 하이넥 윈드 브레이커_블랙,여성,99000,61380,,38,,False,kiimuir,1,100,0,GOODS,4699680,260,False
4348837,소프트 텍스쳐 버튼 카라 니트_민트,남성,69000,38640,,44,,False,kiimuir,52,98,0,GOODS,4348837,418,False
5318097,세미 플레어 데님 팬츠_블루,남성,99000,89100,,10,,False,kiimuir,0,0,0,GOODS,5318097,41,False
